scout,match,robot,team,start_pos,no_show,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,died,solo_shooting,problems,card,comments
AD,59,B3,1446,F,FALSE,NA,FALSE,FALSE,0,10,3,0,0,No,FALSE,2,2,FALSE,FALSE,0,No Card,"Had shooter, but didn41391t shoot. Prob broken. Tank drive"
BP,6,R1,2912,M,FALSE,NA,FALSE,FALSE,0,0,5,0,0,No,FALSE,3,1,FALSE,FALSE,0,No Card,"Struggled to get over bump, didn»t shoot at all"
HR,6,R2,6239,C,FALSE,3,FALSE,FALSE,5,6,0,0,5,No,FALSE,"2,6",2,FALSE,FALSE,0,No Card,"Inaccurate auto, shooter malfunction"
AW,6,R3,4464,F,FALSE,NA,FALSE,FALSE,3,2,0,0,3,No,FALSE,NA,2,FALSE,FALSE,0,No Card,"Tried to intake during inactive, but mostly just slowly spun around"
AD,6,B1,11211,C,FALSE,NA,FALSE,FALSE,0,0,1,0,1,No,FALSE,NA,1,TRUE,FALSE,0,No Card,"Died before first inactive period, dangling wires, cardboard hopper held together with tape."
BS,6,B2,4821,M,FALSE,NA,FALSE,FALSE,4,4,3,0,0,No,FALSE,"3,4",4,FALSE,FALSE,0,No Card,Very small hopper
AZ,6,B3,4472,F,FALSE,3,FALSE,FALSE,13,6,0,4,4,No,FALSE,1,3,FALSE,FALSE,0,No Card,NA
EC,60,R1,2537,F,FALSE,3,FALSE,FALSE,10,6,0,6,0,No,FALSE,1,3,FALSE,FALSE,0,No Card,Struggles under defensive pressure
BP,60,R2,5587,M,FALSE,NA,FALSE,FALSE,3,6,0,2,7,No,FALSE,6,3,FALSE,FALSE,0,No Card,Sometimes inaccurate an imprecise
NS2,60,R3,1731,C,FALSE,3,FALSE,FALSE,20,4,2,2,0,No,FALSE,6,4,FALSE,FALSE,0,No Card,Seemed like swerve was browning out in endgame. They had good movement
AZ,60,B1,116,C,FALSE,NA,FALSE,FALSE,1,0,6,3,7,No,FALSE,NA,4,FALSE,FALSE,0,No Card,"Stuck balls between hopper wall and intake easy breaks the hopper is big and the shoot abilities are overall limited, triple shooter but not hooded so accuracy is not ideal"
BS,60,B2,6882,F,FALSE,NA,FALSE,FALSE,4,4,3,1,4,No,FALSE,2,3,FALSE,FALSE,0,No Card,NA
AD,60,B3,3714,M,FALSE,NA,FALSE,FALSE,5,0,2,0,0,No,FALSE,4,1,FALSE,FALSE,0,No Card,"Tilted upward a lot when accelerating or turning, made them beach on fuel when driving in straight line."
EC,61,R1,5841,M,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Seems to be broken, minimal movement"
Bp,61,R2,5243,F,FALSE,NA,FALSE,FALSE,2,1,1,0,3,No,FALSE,NA,1,TRUE,FALSE,0,No Card,Battery fell out
NS2,61,R3,4456,F,FALSE,NA,FALSE,FALSE,1,1,1,1,3,No,FALSE,NA,2,TRUE,TRUE,0,No Card,They preferred not going into. neutralzone
AZ,61,B1,7886,C,FALSE,NA,FALSE,FALSE,1,8,4,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,"Was blocking their oneness alliance, blocking opponents during their own active period, not enough weight to push others, got beached on fuel"
BS,61,B2,8590,M,FALSE,NA,FALSE,FALSE,5,6,0,0,0,No,FALSE,2,4,FALSE,FALSE,0,No Card,"Pretty good bulldozing, no shooter, considering the fact that they couldnt shoot their defense and bulldozing should have been a lot better than it was."
AD,61,B3,11211,F,FALSE,NA,FALSE,FALSE,0,6,0,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,Shoooter broken?
EC,62,R1,888,F,FALSE,3,FALSE,FALSE,20,6,7,4,5,No,FALSE,NA,3,FALSE,TRUE,0,No Card,Missed a surprising amount. Under severe defense pressure though
BP,62,R2,4638,M,FALSE,NA,FALSE,FALSE,0,4,0,1,7,L1,FALSE,"3,4",2,FALSE,FALSE,0,No Card,"Failed auto climb, successful in endgame"
NS2,62,R3,4464,M,FALSE,NA,FALSE,FALSE,1,3,1,0,7,No,FALSE,2,2,FALSE,FALSE,0,No Card,Their swerve was broken at the endgame
AZ,62,B1,2900,F,FALSE,NA,FALSE,FALSE,3,9,0,1,6,No,FALSE,NA,2,FALSE,FALSE,0,No Card,"Did not shoot or have good intake, it has open hopper but also blocked alliance members"
BS,62,B2,5338,C,FALSE,3,FALSE,FALSE,6,2,2,4,4,No,FALSE,"2,6",5,FALSE,FALSE,0,No Card,"Scored basically all of their teams fuel, very good. bulldozing, overall areally impressive performance considering they were basically 1v3ing in terms of scoring"
AD,62,B3,4821,M,FALSE,NA,FALSE,FALSE,5,8,1,1,0,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
EC,63,R1,2914,M,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,Didn41391t move at all
BP,63,R2,1389,F,FALSE,3,TRUE,FALSE,3,0,2,2,4,No,FALSE,"6,2",3,FALSE,FALSE,0,No Card,"Indexing is inconsistent, jams frequently"
NS2,63,R3,1731,C,FALSE,3,FALSE,FALSE,20,9,1,7,5,No,FALSE,"2,6,5",5,FALSE,FALSE,0,No Card,Had clean maneuvers around the neutral zone. Good defense the neutral. They were able to get many cycles and had a high output.
AZ,63,B1,2186,C,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,0,No Card,Robot barely moved
BS,63,B2,1446,M,FALSE,NA,FALSE,FALSE,0,2,2,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,"No shooting, pretty bad bulldozing, both teammates died"
AD,63,B3,1727,F,FALSE,3,FALSE,FALSE,6,4,2,3,2,No,FALSE,6,4,TRUE,FALSE,0,No Card,Died during the last teleop shift
EC,64,R1,6882,M,FALSE,NA,FALSE,FALSE,8,3,1,3,5,No,FALSE,2,3,FALSE,TRUE,0,No Card,No functional intake? They ram against the wall to get fuel in hopper
BP,64,R2,6239,C,FALSE,3,FALSE,FALSE,3,0,0,0,0,No,FALSE,TRUE,1,TRUE,FALSE,0,NA,NA
NS2,64,R3,2421,F,FALSE,NA,FALSE,FALSE,2,4,0,2,0,No,FALSE,"2,6",1,FALSE,FALSE,0,No Card,They were moving very clumsy and swerve might have been bad
AZ,64,B1,2988,NA,FALSE,NA,FALSE,FALSE,0,6,0,1,7,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
BS,64,B2,449,NA,FALSE,NA,FALSE,FALSE,0,3,0,2,7,No,FALSE,"2,6",5,FALSE,FALSE,0,No Card,Our auto didn41391t worked this time and I think our intake came off. Still won tho
AD,64,B3,3714,M,FALSE,NA,FALSE,FALSE,5,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,0,No Card,"Died, came alive for a second, then got stuck on bump"
BP,65,R2,11318,M,FALSE,NA,FALSE,FALSE,3,8,0,3,5,No,FALSE,"4,6,2",4,FALSE,TRUE,0,Yellow Card,Launch angle for balls was too long
NS2,65,R3,5353,C,FALSE,3,FALSE,FALSE,20,4,0,5,4,No,FALSE,2,5,FALSE,FALSE,0,No Card,They move quickly and they41391re able to get a lot of cycles. They have a small hopper.
AZ,65,B1,116,C,FALSE,NA,FALSE,FALSE,0,0,6,4,7,L1,TRUE,NA,3,FALSE,TRUE,0,No Card,Was the only one consistently putting up fuel
BS,65,B2,5841,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,Was the only one consistently putting up fuel
AD,65,B3,8590,M,FALSE,NA,FALSE,FALSE,4,11,0,0,0,No,FALSE,"2,4,5",3,FALSE,FALSE,0,No Card,NA
EC,65,R1,5549,F,FALSE,3,FALSE,FALSE,6,0,1,1,0,No,FALSE,2,4,TRUE,TRUE,0,No Card,Stopped moving early on
EC,66,R1,5587,F,FALSE,NA,FALSE,FALSE,15,3,1,3,6,No,FALSE,"2,6",3,FALSE,TRUE,0,No Card,Visually wobbly
BP,66,R2,4472,C,FALSE,3,FALSE,FALSE,3,6,1,3,8,No,FALSE,"4,6",3,FALSE,TRUE,0,No Card,"Some volleys were completely off, most were good"
NS2,66,R3,2912,M,FALSE,NA,FALSE,FALSE,0,0,3,0,2,No,FALSE,4,1,FALSE,FALSE,0,No Card,They were died for a minute. They don41391t move cleanly
AZ,66,B1,7886,F,FALSE,NA,FALSE,FALSE,0,3,5,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,"Beaching, no shooting, defensive bot HP feeding"
BS,66,B2,3373,M,TRUE,NA,FALSE,FALSE,0,0,4,2,0,No,FALSE,6,4,FALSE,FALSE,0,No Card,NA
AD,66,B3,2537,C,FALSE,13,FALSE,FALSE,15,10,0,5,3,No,FALSE,"2,1,6",4,FALSE,TRUE,0,No Card,NA
BP,7,R1,5549,M,FALSE,NA,FALSE,FALSE,4,2,1,3,6,No,FALSE,"5,6",3,FALSE,TRUE,0,No Card,Net makes trench slightly inconsistent
HR,7,R2,888,F,FALSE,NA,FALSE,FALSE,10,7,3,4,0,No,FALSE,"1,6",4,FALSE,FALSE,0,No Card,Inaccurate auto
AW,7,R3,2537,F,FALSE,31,FALSE,FALSE,15,6,0,5,3,No,FALSE,"1,6",3,FALSE,FALSE,0,No Card,NA
AD,7,B1,3373,C,FALSE,1,FALSE,FALSE,7,0,6,4,4,No,FALSE,"1,5",4,FALSE,FALSE,0,No Card,NA
BS,7,B2,6882,M,FALSE,NA,FALSE,FALSE,0,4,2,2,2,No,FALSE,2,1,FALSE,FALSE,0,No Card,Small hopper didn»t really score that much
AZ,7,B3,2900,F,FALSE,NA,FALSE,FALSE,4,8,0,1,0,No,FALSE,6,1,FALSE,FALSE,0,No Card,"Unable to shot any balls, blocked their own teammate and had trouble moving around"
BP,8,R1,5243,F,FALSE,NA,FALSE,FALSE,2,4,2,2,1,L1,FALSE,"6,5",2,FALSE,TRUE,0,No Card,Has some trouble intaking to capacity
HR,8,R2,2186,F,FALSE,NA,FALSE,FALSE,3,9,0,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,Intake malfunction
AW,8,R3,3714,M,FALSE,NA,FALSE,FALSE,5,7,1,0,5,No,FALSE,2,2,FALSE,FALSE,0,No Card,Shot some of the fuel it intaked as soon as it intaked it
AD,8,B1,2988,M,FALSE,NA,FALSE,FALSE,7,8,0,2,0,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
BS,8,B2,2421,F,FALSE,NA,FALSE,FALSE,0,3,0,1,3,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
AZ,8,B3,5841,C,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Just driving no shooting, just drivetrain not even moving it didn»t connect so it didn»t do anything but block bump"
BP,9,R1,8590,F,FALSE,NA,FALSE,FALSE,0,0,0,0,8,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Didn»t leave AZ, very inconsistent shooting"
HR,9,R2,4456,C,FALSE,NA,FALSE,FALSE,5,7,2,0,2,No,FALSE,"2,6",2,FALSE,FALSE,0,No Card,Lost battery
AW,9,R3,1446,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
AD,9,B1,5338,C,FALSE,3,FALSE,FALSE,0,9,0,8,0,No,FALSE,"1,5",5,FALSE,TRUE,0,No Card,NA
BS,9,B2,1731,F,FALSE,3,FALSE,FALSE,6,5,0,3,2,No,FALSE,1,4,FALSE,FALSE,0,No Card,"Passed to human player a lot, good passing, scored most of their hopper when they shot"
AZ,9,B3,2912,M,FALSE,NA,FALSE,FALSE,0,0,1,1,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"No strategy, swerve looked broken, no auto, Kitbot, very bad movement"
MH,58,B3,NA,C,FALSE,1,FALSE,FALSE,14,12,0,5,8,No,FALSE,"2,4,6",5,FALSE,FALSE,0,No Card,"Very good bulldozer, stockpiled lots of balls"
